0,0,820.91,6.0042,172.57,2.421,0.74081,0
0,4.7751,507.29,6.3803,127.79,0,15.145,13.151
1.7919,5.6353,613.09,23.488,4.5713,41.001,11.724,9.375
5.8295,16.115,781.33,31.259,2.6007,9.2735,120.82,69.563
6.8573,7.6201,805.18,636.02,14.506,13.794,29.961,28.872
2.474,8.453,630.51,417.35,5.4418,0.76833,9.5669,9.0637
0,3.8704,1001.6,616.3,2.3477,3.4644,26.75,21.199
0.90409,2.0317,612.63,419.96,2.5885,3.3206,19.964,40.831
0,7.9919,793.95,580.39,9.6173,5.1898,21.454,21.413
0,12.334,482.6,8.0285,2.6488,128.09,173.11,7.1482
0,5.1627,249.59,36.866,1.7783,2.3361,15.417,3.6469
40.083,295.76,468.02,5.2047,0,0.17203,3.842,5.3228
0,1.2511,940.97,355.5,1.4065,1.2784,8.647,39.756
0.29942,0,672.32,228.28,0,4.8121,15.59,17.907
89.251,4.4738,1086.6,39.247,2.9351,1.7114,366.03,350.29
4.9713,0.24727,596.35,390.95,967.97,0,12.387,27.569
3.2643,2.3866,513.12,9.183,0.57151,90.466,163.12,5.3615
0.53711,3.6502,658.15,9.5658,229.87,69.458,9.9765,5.9075
38.75,199.62,399.38,20.82,0,2.7392,5.6404,1.6788
1.7422,7.6236,654.2,417.62,4.0416,0.60975,14.929,28.259
0.95773,0.72842,707.4,375.27,2.9044,0,23.388,25.367
2.6119,5.8319,385.63,156.95,0,0,9.5333,14.08
38.071,311.71,256.8,7.3376,0,1.8466,1.1758,4.9985
5.0081,4.0255,453.77,178,3.1954,2.8674,7.1276,16.086
0.81573,13.582,320.51,143.66,1292.7,0,19.557,8.5149
0.75233,5.3318,450.06,21.885,1.1907,134.02,120.77,3.166
4.5283,5.1519,705.95,30.35,1.6641,218.67,223.24,2.3436
0,3.0216,720.59,15.569,0,1.0147,819.5,3.8827
3.0765,3.9407,740.04,622.96,3.5248,2.3518,16.119,19.145
0,2.9218,509.23,160.94,0,0,1.8237,5.0237
7.5345,0,168.02,1.6064,1.2499,0.44788,100.52,40.037
3.5516,7.4861,513.62,290.61,2.9522,3.2091,8.7124,5.6176
7.1948,1.8905,633.32,420.17,0,3.3012,10.752,15.04
0.81555,6.5697,1532.5,172.58,193.39,0.13787,11.477,20.259
0.59637,7.906,546.74,269.9,4.6995,1.9592,11.544,13.183
10.001,12.671,418.37,9.1236,5.4862,43.022,107.21,5.196
1.6328,4.621,448.79,10.819,0.36914,1.6161,337.02,111.76
0,2.9894,438.16,13.641,3.486,83.412,181.07,1.6975
4.4228,3.7306,598.35,245.75,5.1372,0.7487,6.6606,18.515
3.9949,3.615,822.59,2.7483,42.291,3.3768,2.8047,0
0.89923,7.1686,422.63,7.3163,0,12.351,232.21,69.552
43.664,127.67,290.76,21.131,2.0739,0,11.083,5.1216
1.9665,10.174,684.44,29.213,1.2185,131.48,218.88,9.2701
17.921,1.5051,431.8,20.745,2.5104,5.0507,132.07,6.3417
2.7894,4.1383,822.66,480.99,2.4172,2.2228,9.0767,48.244
1.921,5.786,745.2,553.55,4.2374,0,19.025,32.342
0,2.4047,648.89,434.81,2.3814,0.29321,10.023,24.143
0,6.803,779.5,597.39,0,0,12.997,18.235
0.88319,5.7015,249.38,207.92,1.7767,1.6683,24.003,25.251
0.21932,9.0107,866.63,265.75,17.153,0,15.227,37.832
0.41709,6.9304,671.39,344.86,8.6933,1.1066,16.562,36.56
1.9674,6.8102,689.8,258.32,1.3751,2.1294,12.06,19.199
3.1106,9.8349,523.98,230.1,3.6327,2.9594,10.252,41.364
0,3.9255,596.28,385.97,3.5824,0,5.0778,6.6929
52.37,180.17,361.82,7.6307,0,0.89877,3.0003,0
0,5.3508,538.88,20.78,0,5.7092,292.61,142.34
1.1048,10.168,794.05,443.95,0,0,25.524,31.255
2.3472,7.0518,522.37,3.7188,1.557,3.9776,307.79,59.431
0,3.7774,861.97,304.65,0,0.69806,1.6999,10.072
6.0246,272.78,326.63,2.6875,2.4598,2.4708,4.0337,2.9316
0.3614,7.3807,616.92,381.13,6.0778,0.173,7.1411,25.996
0,9.7053,386.36,302.68,3.5105,0,4.0303,13.129
1.2501,12.286,687.4,482.63,2.4111,4.3572,12.558,19.602
0.30191,13.685,587.67,384.34,3.7841,0.51057,14.188,20.382
1.262,4.2919,613.61,1.4861,0.055526,170.28,123.22,6.0383
73.457,7.7621,441.13,7.7149,2.8579,3.153,218.29,128
22.044,530.47,562.3,11.28,2.0549,0.66828,5.1788,8.5369
13.32,3.3447,471.73,24.668,1.7034,7.1545,188.61,76.294
0,1.4249,876.11,523.05,2.5911,2.4137,22.799,24.472
0,0.82958,227.93,4.6264,1.9014,78.481,111.02,7.7142
3.5376,11.502,601.71,342.5,1.1772,5.629,11.141,15.841
0,5.0002,648.73,3.7209,132.81,3.3987,2.2486,6.7985
8.6544,11.93,653.66,21.971,1.304,1.6099,9.3015,71.263
44.095,115,332.64,4.6906,0,0,2.1177,3.7895
0.22598,2.7151,698,9.3905,2.3383,15.473,208.59,48.43
18.258,7.0128,333.11,19.066,0.77207,2.1804,132.49,55.262
1.7575,10.862,508.88,9.4578,0,148.13,153.44,4.74
0,0,349.08,8.8987,0,3.9743,181.62,83.458
2.6031,4.3941,613.61,9.4399,2.013,101.54,152.53,0
0.19189,2.3998,253.22,1.6813,0.73036,80.645,61.879,6.6772
0,5.6808,472.6,19.417,2.7971,187.88,116.04,13.214
2.0435,11.875,711.38,387.36,0.16395,4.7221,6.6334,18.797
3.2989,2.5588,658.71,427.77,0.45567,3.821,18.561,44.193
1.3516,2.1039,531.48,15.464,2.1716,0,7.9802,12.911
27.713,158.48,316.86,23.739,0,0.42055,9.2776,12.269
0.10098,6.046,747.79,5.2929,66.868,3.8412,6.8397,1.3816
0,7.2477,642.94,418.89,0.24698,0,0,24.359
1.9139,7.7929,523.16,17.986,16.232,0.38725,0,8.0568
1.7714,7.9294,658.82,317.45,1.6842,1.8698,6.9021,15.645
2.3664,16.003,767.7,363.39,1.332,4.7436,15.949,16.386
0,1.6414,395.93,241.85,1.5786,4.2148,27.788,11.288
2.5489,2.1781,489.05,62.859,3.0667,3.5959,6.9058,38.441
0.40383,4.9658,907.45,86.998,267.55,4.6775,6.2809,18.713
4.0851,5.6765,688.56,412.98,4.5162,0,2.7541,19.557
1.5523,10.101,648.06,417.77,0.65324,4.3514,3.8368,36.222
0,9.1988,917.06,196.06,1.611,0,3.6046,12.654
0.043214,4.8602,545.9,12.742,153.52,5.3521,0,1.1764
0.32505,0,328.84,65.045,9.6245,1.8738,11.083,24.716
0,6.4718,344.2,17.977,3.4608,1.6979,284.38,89.544
0,2.3073,766.93,509.84,2.8539,4.2909,8.0524,9.9067
0,13.053,433.04,28.666,0.044027,175.25,231.89,4.0129
3.463,17.275,562.46,21.139,4.9334,0.2532,8.6995,6.6281
0.78071,7.4394,553.67,210.04,0,3.0711,6.5339,7.5817
33.084,176.51,321.65,8.1604,3.94,0,3.4779,5.1784
0.17469,2.512,858.71,433.68,0,3.1729,4.6736,15.462
1.2089,0.72994,178.57,3.8961,1.1536,0,6.1928,4.8851
49.051,348.39,479.79,18.53,0,2.3132,9.3381,10.189
8.8942,3.3032,595.63,47.382,9.8492,5.7747,24.874,28.526
19.961,4.064,537.65,21.799,1.0853,12.104,684.78,223.9
8.16,0,589.12,28.429,0.68505,0,88.822,92.216
0,10.196,819.24,496.96,5.4584,0,10.914,10.505
0,1.7122,252.86,10.256,3.4642,25.467,12.718,0.33423
1.4107,2.1765,978.58,10.56,76.861,0.68159,0,4.3451
4.9616,9.4427,635.37,416.19,0,1.2306,11.08,14.923
4.8678,8.3398,391.89,10.685,1.2064,0,179.56,90.877
0,5.9072,677.12,232.18,0,5.9723,5.0981,5.8024
0,0.051263,704.01,358.7,0,0.073273,11.882,30.845
36.682,735.95,781.16,18.307,12.696,0,9.3344,10.172
0.84295,2.2115,575.34,420.21,15.118,9.9943,6.8662,17.305
6.9039,17.539,133.5,3.8201,3.0949,3.5671,10.879,5.378
0.27227,8.9047,943.14,331.15,3.4766,1.1008,2.0341,26.564
2.6766,7.1642,1092.1,71.905,146.84,7.7257,26.712,22.978
5.0588,11.361,780.47,27.605,0,118.8,186.99,7.5258
