7.0369544,-5.9134245,-6.34796,5.9519143,3.9394302,-6.496103,-6.194221,-5.5635448
9.253407,-7.6871,-8.346148,7.696898,5.1544347,-8.278795,-8.385311,-7.0570397
6.0329776,-4.7164316,-5.256126,4.9387126,3.0392158,-5.3771753,-5.2009006,-4.1294293
9.074485,-7.3663607,-8.106042,7.4771833,4.8882146,-7.9966598,-8.225929,-6.603645
8.510312,-7.1973457,-7.7068586,7.1752334,4.8136663,-7.791795,-7.602301,-6.7655516
8.383256,-6.994525,-7.5303855,7.0311904,4.636663,-7.585558,-7.4853415,-6.469061
8.532992,-7.0488667,-7.6597695,7.1005597,4.6853137,-7.6650505,-7.6453724,-6.446837
8.72814,-7.0533466,-7.786759,7.1857133,4.676601,-7.674494,-7.902017,-6.300594
10.061204,-9.156161,-9.402061,8.8420725,6.31169,-9.864221,-8.843849,-9.277367
7.572771,-6.3213716,-6.8347063,6.432787,4.2177587,-6.883265,-6.7815275,-5.9244614
8.3417845,-6.7804832,-7.4600835,6.926501,4.50461,-7.3938603,-7.543781,-6.1289124
7.810671,-6.6081667,-7.0721946,6.607829,4.420772,-7.2013307,-6.9376564,-6.2300954
8.376945,-6.8870096,-7.50041,6.9588523,4.5650764,-7.4993625,-7.5038166,-6.2688007
6.3716903,-4.9784927,-5.5822825,5.2047896,3.2421057,-5.6518593,-5.558405,-4.3536067
6.3306303,-5.0057516,-5.554261,5.2064586,3.2514775,-5.6530647,-5.507433,-4.4279394
9.128824,-7.948972,-8.369802,7.837552,5.380133,-8.55879,-8.142053,-7.701257
6.3944345,-5.5239453,-5.72181,5.4603796,3.5858252,-6.1437497,-5.333553,-5.296134
6.4425526,-5.39169,-5.746586,5.4042726,3.524639,-6.0401034,-5.4572234,-5.026219
8.666655,-7.2166533,-7.8139815,7.2507358,4.822419,-7.825726,-7.786736,-6.6712985
7.4265184,-6.4053416,-6.771862,6.361579,4.299084,-6.9905124,-6.5159907,-6.179195
6.157457,-4.81975,-5.365307,5.0523844,3.1044533,-5.4817815,-5.324231,-4.2280364
8.508899,-7.1183934,-7.666794,7.1339426,4.741536,-7.715634,-7.6093273,-6.6008058
10.738403,-9.818836,-10.058469,9.479076,6.7818108,-10.539161,-9.483466,-9.99308
8.863506,-7.198596,-7.911729,7.303133,4.770767,-7.811213,-8.016981,-6.452418
7.9401274,-6.545311,-7.1263814,6.615006,4.3505874,-7.1488485,-7.090153,-5.9912143
6.260785,-5.2644415,-5.6005216,5.2578797,3.4520562,-5.9003386,-5.2914333,-4.936396
5.9661283,-5.0496173,-5.2923217,5.0535245,3.2541215,-5.710209,-4.9132524,-4.772784
8.92639,-7.3676643,-8.0005665,7.4047585,4.8901877,-7.9728127,-8.016659,-6.7082872
9.272675,-7.6622334,-8.335448,7.689442,5.1160665,-8.264228,-8.387056,-6.987747
6.162287,-5.128905,-5.4863253,5.1675735,3.3514154,-5.784142,-5.1958466,-4.780091
6.210798,-4.9944086,-5.464586,5.1464787,3.239411,-5.6412063,-5.3413057,-4.4965825
10.109259,-9.187017,-9.43763,8.879543,6.3261747,-9.907088,-8.879249,-9.295561
8.4848,-7.3237047,-7.761488,7.2609053,4.952371,-7.9066772,-7.5756607,-7.0462337
6.5115595,-5.417961,-5.795107,5.4602237,3.538155,-6.070869,-5.552792,-5.032206
8.516001,-6.854261,-7.5893373,7.024193,4.5452385,-7.493264,-7.7124915,-6.125782
7.6937504,-6.5622864,-6.9937234,6.580667,4.398289,-7.1159363,-6.8543353,-6.2629757
5.8361945,-4.7218313,-5.1231365,4.8292136,3.042878,-5.408121,-4.873989,-4.280422
7.4992933,-6.6340933,-6.8899336,6.4895015,4.4615283,-7.191124,-6.5110435,-6.533365
7.1255713,-6.0071445,-6.455088,6.042347,4.027484,-6.5970836,-6.288549,-5.6841927
6.5870967,-5.3788404,-5.8224816,5.5128245,3.492219,-5.976632,-5.7397227,-4.902685
8.663451,-7.056262,-7.7459755,7.149071,4.682919,-7.6736917,-7.8101635,-6.350128
6.406379,-5.523927,-5.730396,5.4657726,3.5851073,-6.1447344,-5.34443,-5.2847986
5.829844,-4.885015,-5.162009,4.9165626,3.1592588,-5.5047474,-4.860761,-4.581143
5.6308413,-4.701989,-4.9792175,4.7248898,3.0353737,-5.3026624,-4.6881137,-4.381246
5.8643117,-4.949475,-5.1897545,4.958375,3.183678,-5.5642686,-4.863385,-4.6536913
6.6637216,-5.5620804,-5.970992,5.60257,3.6707325,-6.1495895,-5.7976613,-5.1809297
8.096982,-6.8590765,-7.345426,6.890129,4.5993237,-7.4313912,-7.2544646,-6.495461
10.312336,-9.427918,-9.642798,9.138555,6.492506,-10.12134,-9.106162,-9.610639
8.820768,-7.3858843,-7.965965,7.371779,4.9455695,-7.976236,-7.928977,-6.8407054
5.983322,-4.680427,-5.2373743,4.901857,3.0451288,-5.349957,-5.1658506,-4.1216125
7.7336946,-6.252845,-6.8824153,6.405713,4.1234956,-6.88763,-6.8996005,-5.621928
7.4293456,-6.388349,-6.755775,6.3711543,4.274196,-6.928492,-6.57648,-6.139261
10.328893,-9.387544,-9.669132,9.110931,6.496715,-10.112993,-9.135543,-9.540831
7.485495,-6.563642,-6.8756547,6.4669476,4.4399943,-7.099983,-6.5912375,-6.427561
9.208732,-7.776494,-8.324958,7.731846,5.197107,-8.373292,-8.251158,-7.255588
8.868531,-7.5584574,-8.042283,7.484446,5.053979,-8.165885,-7.8936176,-7.1245513
9.266509,-7.6497927,-8.323932,7.6961308,5.0980535,-8.265205,-8.378413,-6.9798636
7.02266,-5.908991,-6.3351474,5.959978,3.9306934,-6.497845,-6.1622014,-5.580273
7.8095984,-6.741657,-7.105931,6.7171273,4.5049286,-7.2986217,-6.8995085,-6.4957004
8.892004,-7.189763,-7.9318295,7.3070664,4.765922,-7.8115773,-8.048717,-6.4138107
5.946355,-4.7688236,-5.2357035,4.909495,3.1012921,-5.417087,-5.081531,-4.2898774
5.842289,-4.762007,-5.1193786,4.8749194,3.0484297,-5.4118342,-4.8941064,-4.347423
6.2469153,-5.305356,-5.569981,5.2818446,3.4449952,-5.9165716,-5.2484565,-5.005241
9.708195,-7.7660275,-8.642951,7.94942,5.153188,-8.401035,-8.907196,-6.8552327
7.7316985,-6.3795576,-6.942593,6.463272,4.242805,-6.976968,-6.9037585,-5.8615212
5.9635305,-4.94923,-5.289198,4.98503,3.2144747,-5.629464,-4.952111,-4.5972643
5.9384584,-4.729556,-5.1982045,4.8958197,3.049297,-5.3891964,-5.059564,-4.2198873
9.125605,-7.36766,-8.148178,7.487179,4.8958335,-7.98899,-8.30265,-6.559417
5.907471,-4.625884,-5.150784,4.83436,2.9850824,-5.292009,-5.066979,-4.0616136
5.492015,-4.4912953,-4.8190565,4.584147,2.8913124,-5.1182837,-4.5769053,-4.1311865
9.016949,-7.4975715,-8.127298,7.534043,5.0121126,-8.109348,-8.134225,-6.912238
6.042029,-5.0940294,-5.3783326,5.1158957,3.319431,-5.694645,-5.097678,-4.8091655
9.079727,-7.882461,-8.31621,7.753711,5.332768,-8.499862,-8.085012,-7.5951276
5.9362392,-4.957525,-5.255866,5.0025287,3.2083697,-5.5456233,-5.0158057,-4.6246862
7.972371,-6.6739073,-7.180832,6.7057505,4.4389052,-7.2850404,-7.0806613,-6.2150054
7.12623,-5.911192,-6.418646,6.0065293,3.9437852,-6.515991,-6.3056583,-5.511792
8.664028,-7.3873644,-7.86713,7.323359,4.9525585,-7.9997573,-7.704438,-6.983045
7.651394,-6.4789686,-6.9166355,6.473584,4.3129015,-7.0781174,-6.739594,-6.102125
6.9626417,-5.9978533,-6.2882733,5.9556293,3.9613366,-6.5422254,-6.0520988,-5.74802
7.315235,-6.067338,-6.596621,6.2051454,4.0562663,-6.6476536,-6.5347643,-5.676416
8.110459,-6.6787324,-7.2615156,6.791286,4.4241953,-7.2996387,-7.254897,-6.128517
8.831605,-7.190704,-7.891535,7.3187823,4.7689414,-7.808487,-7.999539,-6.488835
7.4717674,-6.4693274,-6.8141174,6.404587,4.334412,-7.0251946,-6.563183,-6.2421384
6.578096,-5.4119287,-5.8502545,5.5133605,3.5455847,-6.0118303,-5.7269254,-4.979156
8.660245,-7.232569,-7.817221,7.2548885,4.8410587,-7.822242,-7.7903094,-6.7021556
5.9201827,-4.8855143,-5.2457957,4.9366574,3.1742897,-5.560401,-4.9404106,-4.516426
8.731833,-7.432062,-7.917229,7.3599434,4.9764543,-8.034151,-7.762317,-6.996856
8.572867,-7.0126314,-7.6844316,7.086684,4.67025,-7.6115537,-7.739369,-6.3429775
7.613657,-6.444252,-6.8824444,6.46954,4.2932677,-7.014244,-6.7537684,-6.0870123
8.983204,-7.5190487,-8.109013,7.4866877,5.033228,-8.115446,-8.064826,-6.94675
5.818773,-4.9242625,-5.133249,4.9114017,3.143674,-5.53492,-4.7892957,-4.6164927
7.5284433,-6.4517164,-6.8446207,6.431723,4.3219547,-7.057064,-6.6231117,-6.1906977
