"FSC.H","SSC.H","FL1.H","FL2.H","FL3.H","FL4.H"
97,57,13.1294116973877,0,0,233.759719848633
102,52,0,25.7211437225342,52.7556037902832,0
82,224,0,0,35.5526924133301,136.159011840820
196,173,47.0470581054688,0,120.420402526855,200.021194458008
184,56,115.976470947266,180.048004150391,177.763458251953,0
109,74,0,14.0297145843506,40.1401329040527,143.388687133789
154,56,4.3764705657959,0,94.0426025390625,239.784454345703
139,72,32.8235282897949,0,172.029144287109,0
61,27,0,130.944000244141,0,26.5088348388672
119,255,0,114.575996398926,9.17488765716553,124.109542846680
144,41,25.1647052764893,0,36.6995506286621,262.678436279297
110,49,0,9.35314273834229,73.3991012573242,201.226150512695
221,176,0,0,28.6715240478516,256.653717041016
208,65,0,0,134.182739257812,69.8869247436523
77,30,70.0235290527344,56.1188583374023,0,214.480560302734
85,21,0,106.391998291016,0,189.176681518555
494,107,540.494140625,162.510864257812,631.92041015625,69.8869247436523
70,31,72.2117614746094,209.276565551758,0,0
106,110,9.84705924987793,0,0,177.127212524414
141,32,0,133.282287597656,90.6020202636719,104.830390930176
62,26,0,0,77.9865493774414,55.427562713623
481,89,515.329406738281,0,514.940612792969,138.568908691406
193,63,0,56.1188583374023,274.099761962891,221.710250854492
143,68,0,0,128.448425292969,148.208480834961
192,49,64.5529403686523,95.8697128295898,220.197311401367,347.024749755859
113,109,0,168.356567382812,186.938339233398,283.162536621094
83,82,0,0,0,26.5088348388672
173,148,72.2117614746094,0,3.44058299064636,126.519432067871
60,49,0,156.665145874023,13.7623319625854,7.22968196868896
295,104,0,0,5.73430490493774,57.8374557495117
83,23,0,0,0,284.367492675781
289,94,606.141174316406,180.048004150391,547.052673339844,0
127,25,37.2000007629395,0,131.889007568359,253.038864135742
102,214,0,31.5668563842773,30.9652462005615,175.922256469727
139,39,0,47.9348564147949,98.6300430297852,206.045928955078
153,32,0,0,81.427131652832,74.7067108154297
72,29,0,25.7211437225342,38.9932746887207,56.6325073242188
161,217,42.6705894470215,0,56.1961898803711,189.176681518555
126,141,63.4588241577148,0,172.029144287109,227.734985351562
69,28,0,42.0891418457031,75.6928253173828,154.233215332031
110,246,0,134.451431274414,99.7769088745117,157.848052978516
208,90,28.4470596313477,157.834289550781,678.941711425781,216.890457153320
144,50,4.3764705657959,191.739425659180,57.3430480957031,218.095413208008
244,87,7.65882349014282,127.436569213867,149.091934204102,169.897521972656
60,19,0,0,0,0
165,37,0,162.510864257812,166.294845581055,281.957611083984
298,191,436.552947998047,173.033142089844,555.080688476562,42.1731452941895
136,139,0,0,158.266815185547,0
91,45,0,0,67.664794921875,183.151947021484
93,115,0,61.9645729064941,92.895736694336,197.611312866211
146,536,0,50.2731437683105,137.623321533203,295.212005615234
118,73,0,0,138.770172119141,0
193,245,0,0,49.3150215148926,240.989395141602
133,26,0,46.7657127380371,128.448425292969,349.434631347656
101,59,38.2941169738770,148.481140136719,136.476455688477,196.406356811523
161,171,0,0,157.119949340820,286.777374267578
85,39,38.2941169738770,3.50742864608765,56.1961898803711,327.745574951172
91,554,0,120.421714782715,11.4686098098755,0
100,71,18.6000003814697,159.003433227539,197.260086059570,313.286224365234
102,86,0,7.01485729217529,115.832962036133,0
106,84,20.7882347106934,0,186.938339233398,195.201416015625
97,22,0,0,41.286994934082,303.646636962891
139,70,342.458831787109,108.730285644531,608.983154296875,262.678436279297
129,58,0,0,145.651351928711,212.070678710938
89,44,0,170.694854736328,42.4338569641113,177.127212524414
74,22,84.247055053711,39.7508583068848,95.1894607543945,0
76,252,0,46.7657127380371,50.4618835449219,0
153,168,0,104.0537109375,0,0
94,67,0,0,74.5459671020508,239.784454345703
290,140,50.3294105529785,113.406860351562,0,148.208480834961
85,1023,8.7529411315918,51.4422874450684,147.945068359375,221.710250854492
128,70,368.717651367188,115.745140075684,459.891265869141,272.318023681641
144,55,72.2117614746094,75.9942855834961,185.791473388672,227.734985351562
98,32,82.058822631836,0,0,46.9929313659668
92,72,0,113.406860351562,96.336326599121,284.367492675781
352,162,44.8588218688965,226.813720703125,197.260086059570,156.643112182617
83,144,0,25.7211437225342,65.371078491211,263.883392333984
61,35,8.7529411315918,93.5314254760742,83.7208557128906,197.611312866211
226,85,434.364715576172,79.5017166137695,681.235412597656,136.159011840820
107,54,0,0,3.44058299064636,83.141342163086
62,30,0,0,0,191.586578369141
65,74,0,123.929145812988,0,0
146,61,62.3647041320801,53.7805709838867,126.154708862305,245.809188842773
72,25,52.5176467895508,0,0,0
83,221,0,0,66.517936706543,46.9929313659668
221,62,62.3647041320801,94.700569152832,57.3430480957031,149.413421630859
260,281,75.4941177368164,191.739425659180,81.427131652832,0
95,65,109.411766052246,191.739425659180,0,225.325088500977
