"FSC.H","SSC.H","FL1.H","FL2.H","FL3.H","FL4.H"
439,211,293.798187255859,0,203.562744140625,248.894851684570
456,174,340.117736816406,252.861984252930,191.893539428711,0
94,153,288.504516601562,0,194.486694335938,316.391754150391
77,18,0,0,59.6425857543945,254.168045043945
657,336,438.050445556641,431.277282714844,322.847900390625,434.511352539062
163,137,0,44.9247169494629,106.319389343262,204.600006103516
122,50,0,0,0,252.058761596680
570,253,418.19921875,273.398986816406,239.866912841797,237.293807983398
147,67,0,0,23.3384037017822,262.605163574219
338,243,305.708923339844,223.340026855469,98.539924621582,303.736083984375
957,1023,575.685668945312,667.452941894531,643.102661132812,745.6298828125
621,276,455.254852294922,159.161849975586,60.9391632080078,263.659790039062
74,42,0,50.0589714050293,47.9733848571777,254.168045043945
479,218,305.708923339844,132.20703125,176.334594726562,323.774230957031
68,46,0,0,0,304.790710449219
332,207,263.359649658203,249.011291503906,138.733840942383,230.965972900391
566,220,280.564025878906,183.549560546875,105.022811889648,276.315460205078
434,82,363.939208984375,224.623580932617,578.273742675781,298.462890625
446,194,359.968963623047,207.937271118164,261.908752441406,227.802062988281
68,55,0,154.027603149414,49.269962310791,206.709274291992
80,33,0,52.6260986328125,117.988594055176,165.578353881836
115,142,326.883575439453,0,158.182510375977,253.113403320312
306,218,153.516174316406,250.294860839844,111.505706787109,293.189697265625
150,85,50.2897796630859,14.1191968917847,82.9809875488281,230.965972900391
611,216,218.363525390625,264.4140625,88.1672973632812,189.835052490234
585,360,385.113830566406,232.324966430664,207.452468872070,332.211334228516
338,227,34.4087982177734,84.7151794433594,25.9315586090088,340.648468017578
99,81,0,216.922210693359,24.6349811553955,303.736083984375
431,201,329.530395507812,306.771636962891,121.878326416016,317.446380615234
508,286,402.318237304688,266.981170654297,120.581748962402,310.063903808594
479,383,333.500640869141,331.159362792969,45.3802299499512,216.201034545898
603,289,349.381622314453,526.260986328125,426.574157714844,669.695861816406
482,201,239.538162231445,168.146804809570,335.813690185547,169.796905517578
261,93,105.873222351074,192.534500122070,0,133.939178466797
397,255,336.147491455078,283.667510986328,88.1672973632812,189.835052490234
406,141,21.1746444702148,193.818069458008,171.148284912109,357.522674560547
537,140,288.504516601562,264.4140625,0,33.7484550476074
565,283,190.571792602539,251.578414916992,197.079849243164,151.868041992188
101,56,83.3751602172852,52.6260986328125,0,277.3701171875
843,354,221.010345458984,585.304870605469,644.399230957031,645.439147949219
133,39,0,216.922210693359,182.817489624023,236.239181518555
497,99,420.846069335938,20.5370140075684,573.087463378906,53.7865982055664
401,203,281.887451171875,281.100372314453,145.216735839844,252.058761596680
739,397,400.994812011719,305.488067626953,164.665405273438,263.659790039062
438,180,373.203094482422,355.547058105469,291.730041503906,475.642272949219
430,138,176.014236450195,223.340026855469,16.8555126190186,0
226,89,66.1707611083984,11.5520706176758,158.182510375977,292.135040283203
537,254,411.582153320312,279.816802978516,440.836486816406,361.741241455078
74,23,30.4385509490967,214.355087280273,11.6692018508911,15.8195877075195
549,200,300.415252685547,255.429107666016,206.155899047852,143.430923461914
91,25,0,219.489334106445,0,301.626800537109
560,258,391.730926513672,252.861984252930,136.140686035156,170.851547241211
450,274,420.846069335938,216.922210693359,177.631179809570,208.818557739258
