"FSC.H","SSC.H","FL1.H","FL2.H","FL3.H","FL4.H"
68,38,5,0,60.677417755127,20.1245899200439
135,384,0,0,96.870964050293,90.5606536865234
101,162,0,0,80.9032287597656,241.495086669922
161,48,0,38.4274101257324,35.1290321350098,237.02294921875
164,33,0,5.19289350509644,47.9032249450684,0
60,16,0,97.6263961791992,55.3548393249512,97.2688522338867
92,54,0,65.4304580688477,18.0967750549316,178.885238647461
167,658,0,28.0416240692139,105.387100219727,205.718032836914
138,139,24,0,0,98.3868865966797
266,545,0,100.742134094238,124.548385620117,84.9704895019531
68,13,17,135.015228271484,0,273.918029785156
116,206,64,0,111.774192810059,192.301635742188
101,67,45,0,30.8709678649902,54.7836074829102
103,59,0,82.0477142333984,0,191.183609008789
82,106,1,68.5461959838867,111.774192810059,234.786880493164
98,43,0,19.7329940795898,96.870964050293,214.662292480469
170,47,22,0,135.193542480469,273.918029785156
94,70,0,0,4.25806474685669,0
110,34,0,122.552284240723,0,99.5049209594727
111,17,0,82.0477142333984,0,270.563934326172
102,161,0,109.050758361816,34.0645179748535,39.1311492919922
64,21,0,0,11.7096776962280,171.059020996094
81,11,0,0,88.3548355102539,259.383605957031
76,33,24,69.5847702026367,158.612899780273,166.586883544922
133,42,0,12.4629440307617,26.6129035949707,159.878692626953
63,75,0,9.34720802307129,75.5806427001953,81.6163940429688
230,227,12,95.5492401123047,76.6451644897461,140.872131347656
102,19,0,0,69.1935501098633,165.468856811523
164,74,26,14.5401010513306,134.129028320312,162.114761352539
84,29,54,35.3116760253906,0,171.059020996094
344,1023,321,292.879180908203,290.612915039062,212.426223754883
179,52,22,0,43.6451606750488,114.039344787598
73,63,13,101.780708312988,93.6774215698242,228.078689575195
73,26,21,12.4629440307617,21.2903232574463,0
153,91,0,121.513702392578,0,192.301635742188
94,152,19,45.6974601745605,0,78.2622985839844
210,86,0,99.7035522460938,94.7419357299805,269.445892333984
152,342,0,159.941116333008,204.387100219727,122.983604431152
190,71,23,46.7360420227051,93.6774215698242,199.009841918945
95,23,0,44.6588821411133,11.7096776962280,193.419677734375
163,56,19,0,0,129.691802978516
190,54,27,108.012184143066,78.7741928100586,209.072128295898
179,47,35,77.8934020996094,132,119.629508972168
